,crypto_Ethereum_cumret_5d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d
2024-01-03,-78.37440616361829,577.5975220136581,-24.714331681805376,121.85107166856693,92.6077882922856,-16.294773854890384,61.93747290407659,47.568263998144204,83.22094217110532,40.87383040251461,52.06020127874691,36.25330188938573,46.144869174751776,32.64756562211337
2024-01-04,-19.84779984431227,321.0135564492557,-1.5625650354370506,55.7891573141633,113.7078543803661,7.718756942123818,67.97808116032972,47.234218269901596,86.20777518345777,40.41057287973462,50.108012482059486,35.987560806476246,46.25880331821381,32.535643342293916
2024-01-05,-11.079900677115962,428.3359770737969,16.64056724512389,67.24555023659249,114.20033470926161,6.4689738660940135,67.93361069832733,38.602316440988865,84.74323320806555,36.56158064577941,50.10002157565248,34.231005765444245,46.26315587940394,32.001051007282285
2024-01-06,-94.75283627989867,734.2542042211202,-59.78430815700013,63.52154647960756,116.45574244267618,7.090379807985747,59.94509080393783,32.12750956814611,64.92246194950656,33.446746107757235,50.00869357947779,32.826038172661946,46.32390191243164,31.608875392802418
2024-01-07,-114.20093383037253,802.2040809102897,-54.96267852225232,118.29620536854122,118.3154717193433,0.8779470539701649,58.969687680706485,26.302758872723093,64.66039090890374,30.346823567802794,50.01282282874241,31.32391709328402,46.37649787342895,31.15616919709485
2024-01-08,105.81409218195124,589.3664027574952,14.057062952146165,52.8553075016028,68.34972868152975,23.985252714919305,46.54570944488641,40.182370439147554,75.62149291465472,37.293927406219034,53.20908645793702,34.746624199404295,41.447787103274784,32.229777192333
2024-01-09,64.58259062411796,641.2445767077509,22.91716347346993,70.46672327950712,71.00089256061554,21.916929093785807,43.946347307337696,33.08395148908291,75.52495031857708,33.73375830979923,53.11157774680052,33.06039362519918,41.21750273135163,31.700972392614844
2024-01-10,254.3949057834661,490.97567449693446,124.64772161374795,401.9044998601263,97.65809319232804,49.605678428204605,83.44187855915483,60.26592938532741,105.45274610739897,53.27383169168157,65.85696144003344,45.680672032842025,45.19715510425785,36.937123121763975
2024-01-11,306.30230800493325,604.4727583678189,108.37457249129329,464.37692241494597,132.68812682339254,41.35290829991222,76.0542592311945,51.434253186723836,104.28111927777822,48.316689013759415,64.52939820160636,43.460295705797165,45.21983202308386,36.372087641679315
2024-01-12,250.0886753026449,335.72409390314414,69.61386274699036,438.2090229844798,105.55432686957988,31.085328201896534,90.37767163560542,59.328785112438744,110.89658411697607,51.64206387959558,66.81098458394705,44.86321978475823,45.95682649168018,36.91477203170334
2024-01-13,195.19011673777138,607.4029745132469,154.20129482599194,364.78865616608255,100.70337645689878,44.81591428805538,87.3593119269443,49.05367746745989,92.09544630891604,46.97890349728115,66.29578927271545,42.921584823947335,45.30739068967132,36.457134108057716
2024-01-14,104.00893099386704,470.84142127289346,86.3676658325758,357.72882842529015,71.84288798298763,29.351357358519543,100.80421798756556,52.029191397839355,101.57961212750396,49.55697003952408,69.26299906528544,44.51798954971365,45.615774657820076,37.18221175767367
2024-01-15,-54.60251758445243,407.17035476431516,102.35154208385708,295.5107866875203,71.6658975426505,41.18360677518094,55.697876158482195,44.507588529475974,101.40493505873496,45.28857481863865,68.68574906577184,42.55067447555716,44.41564552365625,36.65586185160425
2024-01-16,-24.104502551322586,311.1945084504794,144.56697185123275,305.012715044077,125.20620065563182,29.343591794664338,61.369557271859584,40.417324638521,100.45715323671129,42.715198493914045,64.73808253686651,41.42610720538042,44.70442717739788,36.462733150691854
2024-01-17,3.041486092232888,204.92617412531223,129.67592309319667,309.92836779300984,115.7202584821815,25.858528793709606,55.77784432922459,39.21887852907505,103.424060591586,41.646422048534966,65.3685459727865,40.8727318049367,45.04272396620108,36.34982990646742
2024-01-18,-85.42574507192478,563.3413421455109,56.23113476512541,309.8299922485326,111.0792518694111,24.327003799228102,54.355062314183876,35.35264809462178,102.10503523247027,39.97429704414127,65.69096624849641,40.22179623535738,45.19987393181402,36.25606687633939
2024-01-19,13.673383514943405,539.8322199812494,60.28741372256964,279.54302531330757,108.44881827396888,28.797410252330945,43.88291890870784,30.852856209774664,102.13989979479116,36.5251406837191,65.6492556951795,38.3470175276699,45.21363084002708,35.67937286021623
2024-01-20,-32.972009877057744,-515.1523610183335,-44.86351063596239,285.7616684085967,107.29666505069764,27.613608921687778,41.6999940437694,25.41343431431085,64.24975081320851,33.275109357696294,65.74859878966767,36.66359920360998,44.287265735473994,35.17079464096955
2024-01-21,-104.3405016470955,-436.15733876029327,-65.80102661158654,375.3629984335862,137.79876452254257,14.734860844322718,25.001612117597755,20.784873869068683,62.069878964103786,30.19777376963827,64.7977715314888,34.98373613859747,42.645575694236385,34.644837995393125
2024-01-22,-176.8477072275341,-196.90693548129195,-89.03910162606452,301.57621371385176,90.39026052197507,-6.723146635697964,47.67134648910894,38.13184359913178,71.85871019365968,38.91929368309543,69.85530923705366,39.649465283631955,44.45192421115618,36.560044921952276
2024-01-23,-189.1506828655522,-162.37648236188917,-140.6626201959418,436.16014152514924,121.483040232388,4.6857850941995824,48.63505640930616,31.47285491217655,68.70646466625139,36.256408518464674,65.64650905919154,38.802832609410295,44.90068520252315,36.56240736575732
2024-01-24,-213.24044927340165,118.04162351647804,-102.23611176409031,516.051160935283,154.90226016725376,-5.492127512168931,43.548042324913645,29.306904431459852,64.64587752839086,33.364967225171185,64.69442422876729,36.941267182272355,44.909245215554186,35.962531706564185
2024-01-25,-211.45717512199687,366.1082143052712,-125.21850427071132,531.7650622522517,157.03354794191972,-7.914339733592475,43.78621653199327,24.91752898408031,60.700092977687326,30.34243327666951,64.74782243940479,35.138154117745515,44.88209784748632,35.395113754046406
2024-01-26,-155.55802027155892,342.8958575401167,-133.14328310241862,445.4660994773603,130.09711750672932,3.953780700302599,56.123375986283385,30.524562793178404,57.09204523877596,32.048180936315894,65.26458980556208,34.99147460064344,44.90826997522811,35.144499373104715
2024-01-27,-36.869777746910096,485.72655540113266,-109.48522290863771,427.0547092483151,129.2221429122208,6.988075609429764,34.15576419783767,24.97821242729727,57.26430922576018,29.155494039530282,65.14504681074929,33.324407759324096,44.87293773284329,34.563637713884034
2024-01-28,14.441376135344072,836.7154626801348,-89.50174289135819,550.846916344285,222.41491298595642,-11.515079865116641,21.382030851584872,20.493733064949467,56.10530186712439,26.372525936871043,61.712061677018546,31.69914808275941,44.834676844219985,34.00673285453703
2024-01-29,72.14588232080285,558.2546625877067,-72.28126475402902,486.70239260005275,184.09755453212253,-4.151115963782774,28.235894782275327,24.45624142336063,61.30175356661606,28.131547438466747,62.76377770606098,31.99337662615867,45.061832075827645,33.906274929093115
2024-01-30,109.27843627457116,517.9921213637582,-52.34509474305135,-298.3350645119288,-23.54301975114661,-33.64425592309415,24.167091290416725,20.184954166590238,63.085224971691154,25.992442199147252,46.47110375220938,30.772869606293668,45.007443205469414,33.428267090122226
2024-01-31,13.25893350509422,160.5401270912266,-72.8983276037755,-190.02286347592852,-37.370286628162816,-48.00435672742366,35.631869970887834,27.460602292550362,65.37313237607772,27.42622891163639,46.52364435552443,30.786486663858053,44.79625314909383,33.39814702595512
2024-02-01,30.904917366237488,-165.74535623913405,-3.05573532495492,-306.7128270664462,-5.802127003254073,-31.87436185813905,36.151885185475344,23.72061611881406,46.77148224908916,25.45746541344113,45.00103020396515,29.577760009386516,44.763409681135116,32.90308909277947
2024-02-02,43.772663068506866,165.20304902362025,29.822440870515642,-302.0942907488704,6.937952549548129,-38.36219381243553,35.36731069329348,19.37518549316475,38.32690012325657,23.053685838413525,43.74472987889591,28.156335340483864,44.55123150498704,32.36055457809467
2024-02-03,-17.91838338218028,121.26965601632709,27.78017816269378,-380.73791625270576,66.94533571655464,-25.76947252057887,27.943148506488246,16.321050013923745,38.58574328630256,20.99820546111115,40.78820544769199,26.823117854952617,44.34314252545535,31.848348217180707
2024-02-04,-46.6168986335623,225.09674284363453,32.100847608440134,-355.4610122893648,80.98939887142107,-32.22836352285143,24.41046110760481,13.3797960961894,37.96606303152246,19.013861876681585,39.886915978361074,25.518738914879307,43.996061112808185,31.328836336351706
2024-02-05,14.025114271997102,641.4353644842605,13.977331115803949,-486.45606039872763,119.43081515106107,-41.243774358503124,10.347821520765677,11.467745628455463,34.22763871754515,17.392321420750108,37.11567001458398,24.355284918499063,42.59686163771393,30.82194414073456
2024-02-06,57.49102420020849,182.98345884837872,45.28431245472685,-445.24345396348417,117.73351848081037,-22.220171284067668,26.654947402099864,21.4388114052481,41.58703390061079,21.87611661331764,39.401524562131144,25.863817277871725,43.066753252295996,31.01726383668204
2024-02-07,96.15154444026268,151.23588579111495,71.68170190307005,-549.4542695543159,150.22951879725562,-6.1675817406534525,28.88019893588391,18.747744170690044,42.702998909682904,21.23212186357344,39.51001129035802,25.548999764719905,43.2479618638258,30.80132280357701
2024-02-08,103.28224131794227,351.71009734267426,43.73100785626236,-519.6004239022258,150.82276091564754,-9.881348940182574,27.45483321806278,18.204622936854545,39.626025858623,19.785088098045758,39.264850631685064,24.380109791085292,43.241455795260606,30.301622654006533
2024-02-09,163.01252087209411,41.225478929650244,59.62825478644833,-526.4647325310085,129.67948575045574,2.5207284835896386,26.360952234380303,18.806813016157268,43.465060014254,20.532275375644723,40.95535653350475,24.723957439735862,42.02744104263198,30.29181801605364
2024-02-10,165.81381666165694,-283.2933003917705,92.12959549508311,-573.8958485356917,141.4982050539738,6.656012563270706,25.827957584597012,16.49090964303456,32.7627855775676,18.717570850795916,40.89665751323979,23.517275180916105,41.961958094672994,29.79689940207236
2024-02-11,109.0849259084887,-248.52411713180226,85.33510971762311,-135.86132692169275,11.829206561716465,28.47719415853942,22.94907613180328,14.680362868773411,33.17625149884353,17.25413353915423,30.772878417741644,22.397118170702413,41.67559979039078,29.304412600576455
2024-02-12,181.43612687511717,357.79687787772576,142.2052485517878,451.20147277337253,118.76355404259283,59.53941614753433,45.14001001829523,32.97936965570178,50.74029533965436,28.617779055525354,34.52650152371766,28.39762718562861,42.94959713070068,31.11982130399058
2024-02-13,172.73572574456145,348.2038449985817,141.40110554941563,449.6363112175661,113.98226395674185,58.55426466015994,46.85536004228958,33.21438606689935,50.955354202593405,28.194324842303825,34.72404843192226,27.632931598679566,42.0000744960224,30.68789605695761
2024-02-14,217.02988896669984,-249.53348566024954,194.69173503006297,369.99139212651306,44.07184146967838,78.49374715334181,53.80404268122386,34.83606770543261,55.742786933758424,31.057059779583202,38.113603807541594,30.081343032464346,43.04139466275265,31.69875940937582
2024-02-15,238.83859743575883,-213.4466203324662,207.2991817364469,395.5406316515094,53.65912221124795,76.58461510834714,51.71688033039349,29.11544943180868,54.218342366763274,28.134340488103742,37.89456593786734,28.645044169064054,42.96933096544255,31.258683433244155
2024-02-16,219.41010789073968,-123.05266995977352,168.28455567961328,393.995515881526,45.18634039259791,73.91697091735601,55.58881835923063,30.439272026432047,57.41746753143253,28.453254122214872,38.4264076031604,28.200057721068156,43.016913060190745,30.87390767046067
2024-02-17,92.83868572618886,-67.75553108630076,140.50810582704273,392.8247568958662,43.56180377014917,73.4396730383017,44.882850371620826,27.5511674231394,59.911759199362734,27.542368054533313,38.53167621505719,27.51502101473877,42.8382140692355,30.465529911798733
2024-02-18,168.72296658598898,-302.9010596042451,174.92570178978286,372.369015963979,28.123619680480378,75.67789158120604,44.872124285422046,27.65646006033058,59.84910624060391,27.035426155610452,39.104098066576775,27.419670698066362,43.19381597388825,30.513171320700856
2024-02-19,113.86705739694729,-239.6908558235892,169.51503025942546,326.6507240044203,15.238358916175962,79.30733390406468,31.95522831960106,22.98005743393478,59.36231840054154,24.718767026854938,39.39189852274893,26.343115698290877,43.2675522465876,30.198767048438206
2024-02-20,127.4030406557526,-283.8179597138598,187.62174461143564,452.9492592559224,6.224012923865995,96.822967932469,33.293804280727166,19.114091356029117,58.674884590064615,22.64224177321821,35.85911974371335,25.345569099452593,42.90572384808069,29.91044386540626
2024-02-21,113.50554525201709,-344.04746533182754,170.54919254017855,405.82090864808606,-6.5873046957839865,88.5624983333262,37.09271832362773,26.24341749501342,63.2629895716341,25.522147938554816,37.75130593637973,26.098816048042995,43.00442674428175,29.77167076078765
2024-02-22,125.90495783004715,-214.0020362386832,112.06007116107367,407.273062621936,-7.475746453942024,88.0021625187693,34.929379752640955,21.99789668334282,52.65100098584763,23.719900772677075,37.842998914717825,25.121768130928096,42.756235807975,29.310213915587774
2024-02-23,28.912650639317256,-265.1335355681376,101.24665096627972,350.56166507672435,-14.13622445780003,83.98128115868592,34.87625580293759,22.682355624242213,55.67980565822218,24.873691941971863,39.137135980711946,25.716088877061967,42.965489471659,29.236888350092
2024-02-24,32.32761974646608,-579.563735175846,74.89399763906428,264.5007131427169,-21.876029827752056,93.30461380215509,35.67846557757655,24.48314456131791,45.51728541192465,24.299850788477443,38.861144581502984,25.145829366444865,42.8978173819658,29.013801491209417
2024-02-25,63.659783130422255,-566.755691889689,97.87947792050957,155.87081188877565,-49.04271400235403,105.62345676838758,44.327784628227995,28.488756214448642,51.85056873444225,26.57298028960528,40.10041600886585,26.232278715710393,41.798904355612265,29.387052807557666
