,crypto_Ethereum_cumret_5d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d
2022-12-12,66.15060764795075,-159.19041855799665,-15.432215942595159,190.27469993144345,-18.884004730342394,40.38005618737184,35.3283781366535,19.793421599954755,62.03289455918918,26.571352035615988,49.7855682406248,36.829878000462074,75.54376325409473,50.89732460912594
2022-12-13,59.590201674494004,-289.3526429670005,60.6710124531935,186.36452857344804,-12.794015460765149,38.27624535955294,32.87555617631131,25.939067654096053,57.97479354499514,28.81702252164318,49.04421043770045,37.039548195893644,75.86378641843486,50.63459561131802
2022-12-14,68.81327222136368,-66.66797238360788,22.61076695931493,263.1285604044325,-6.215358487339782,29.233505614680194,30.778115897482035,25.250355590397117,55.07837201012941,27.275334783886496,49.083635267674374,35.54415482568411,75.79944994802636,49.83424707562584
2022-12-15,-0.046990085029484575,-156.31749366116412,5.323558845831401,242.97273766607907,-22.537517964326796,19.069472943984064,45.33608602946253,32.08668434132853,60.4858996143427,30.81734399388344,51.47389034367953,36.2465556703565,75.93713142471313,49.52244731605846
2022-12-16,-154.62210570631356,325.36341233286583,-85.39512136415017,-114.48772748892895,38.45541544343295,-11.0513721819707,79.70339749588503,52.70056742343715,87.28238852879859,46.91757194624725,62.172364970708706,44.7867533329938,77.48176130553077,51.541286729504336
2022-12-17,-138.08693236535404,600.7520477413517,-36.8522236159334,-173.1981195263857,35.84355089083757,-2.0406941737218998,82.04632958707809,52.484247550782726,86.83921077070175,45.290946461584284,62.54806879534185,43.48559514390108,77.52133803271566,50.87253841814559
2022-12-18,-213.36135134448307,922.4453879044625,-78.77534493983698,-218.5318519079488,50.51282845554695,4.330352177886592,67.79039845849587,43.549405745508786,78.55614191938565,41.114054004070724,61.88439947195238,41.37242967295236,77.44162755567856,50.03161330440944
2022-12-19,-225.175837979265,903.3583907635082,-80.10290018440682,-155.01976707679103,71.43273110058244,-14.410861632669967,67.00548134920791,35.61763746806596,78.62607330883068,37.289714071182146,59.74514306196886,39.49413571580017,77.48618527637383,49.26678264711582
2022-12-20,-77.00410928961428,536.7528826195362,-39.472468953100744,-336.6459323306159,67.56819571573706,-21.634486445267935,83.15871029630253,44.53905988308011,87.9789585160759,41.89059759518586,56.10404731208085,41.252062970577,77.92178806486001,49.388235896306725
2022-12-21,74.8441997786233,530.3682871359175,-40.869383310972424,-372.7972980806535,77.4815235086616,-17.549223224350207,40.334236481949034,36.80776431520382,87.96462574656687,37.91764587814705,55.85491035938325,39.244417261081416,77.88443947278877,48.57307026823122
2022-12-22,49.06758221084068,537.5496880842757,-45.60367812682456,-356.24478725985125,82.00047140168033,-21.12474747024555,39.25136786197473,30.060331112641165,87.57679381849307,34.37275898150562,55.45652368574059,37.37822549059495,77.50987313935964,47.7846659682713
2022-12-23,57.945420990216135,852.5466995411696,-79.61794880949937,-466.6577513057656,150.799440472842,-6.557604373035754,38.67544356460652,24.560756542287248,80.67276512833324,31.102359874847885,52.98858559787452,35.567163805519414,77.47605908977974,46.99977231942142
2022-12-24,88.12579795531767,884.8792805057249,-70.209296087561,-465.67333392630303,180.0449751008749,-16.47402603205422,33.71998447133289,20.08423175354838,80.96039644196291,28.134627609492124,51.30248068974216,33.83634747522834,75.5469116085762,46.22546807420492
2022-12-25,2.030324522320819,1552.687671838292,-38.40828249748943,-517.0823595785971,200.3608606493015,-11.450744564652839,5.104041503383112,16.566628445381266,77.58396050492256,25.46875606213205,50.93726958133313,32.18709104774093,74.11171951405832,45.461421407632145
2022-12-26,21.543737293826087,1228.774514565047,49.37852781368193,-512.3002847098046,202.02593508157935,-12.465475522104503,5.688251776720327,14.000392842168102,38.249718606269006,23.254367039459474,50.8342622553476,30.72720374730861,73.8946873714209,44.741930353089046
2022-12-27,-8.717350226242662,1820.186945578243,20.671000053070625,-582.547262232685,262.5724801249757,-5.600381000993998,12.149852822040955,14.473636917215844,38.687896289378706,21.904380847877103,49.3652043038816,29.511623497638002,73.65457999512847,44.057761296048184
2022-12-28,-49.21954318016896,1376.5054511878543,4.470175555456785,-622.5517617663421,304.8267652352332,-25.717292470452975,18.45729572033283,15.798919028283803,42.064508156558745,21.56899881111504,46.66663533877153,28.770878231747467,73.15089504298898,43.48656539997159
2022-12-29,-31.72890129314176,1276.5529002654089,28.891537831600324,-689.8107246652329,318.8464004262897,-17.724440901608666,21.84112370302554,16.837975981638746,40.39828454773632,20.64985973304137,46.790023349040084,27.729617269981265,73.16246268501561,42.84058672571978
2022-12-30,-32.074777214186525,294.1605760007354,-15.391457561510927,-679.1175122488362,317.3020427101959,-18.988606794701763,21.8321309004448,13.748192974002945,21.18260995896775,18.67858456092985,46.75442636593339,26.376301196139483,73.15149474121462,42.132464235762626
2022-12-31,-48.991653013688705,341.84527464874105,-14.06127894180525,-678.8989629763194,317.2521982542219,-19.011704279181853,19.672710377655715,11.225614776246125,21.128219987328688,16.89564049534456,46.754241525131825,25.089141537689297,73.13081640494579,41.43607266377823
2023-01-01,-19.262444081833916,347.9935874986367,-14.333754756303524,-671.7420947876485,321.00709744008583,-20.74456601275948,19.29731706785148,9.774598728508288,21.083263325345577,15.500225527198468,46.579933596916895,23.937188807370216,72.81885012623735,40.76613579227795
2023-01-02,40.3346199125858,139.97347950180037,-4.551652872921855,-838.0921904265808,405.03256918940275,-29.13140877710434,11.393954762626517,10.702038138752483,23.338738863168384,15.200050671826432,43.92680061323118,23.202809044447694,72.84557917661807,40.18495196664267
2023-01-03,21.448883283530574,133.28508624008862,-5.26634525678493,-869.701333022135,415.7972151035987,-26.122397121613766,10.107737744633663,9.016220554725356,23.31879159726601,13.761071035589175,43.917599999301366,22.070343452080294,71.230905772575,39.521557846564285
2023-01-04,91.7351066934945,595.8133498426608,30.563360188455174,-899.4891594289383,469.043597590104,-2.715156470282157,26.37082581620756,20.780937952589177,35.682389933216406,20.005101326258362,44.55763452161515,24.18143670391123,71.64046899280059,39.56254609303065
2023-01-05,86.22702673332914,659.6190586632727,19.075290878837777,650.6100066452696,145.6404985214411,23.6921184706291,27.43546939691693,20.241201447022174,36.04015605504484,18.969938898731968,27.273989760867263,23.177208861833723,71.3729394699012,38.9224072987086
2023-01-06,108.90167936737964,485.83315680215895,45.92123876888797,664.3248874164401,155.79883339370627,23.047818829231712,27.207345374595604,17.263907983547575,35.24768652158993,17.835790640348968,27.11533023249749,22.495769290856238,71.47148532316811,38.4128614618747
2023-01-07,78.69212108419073,767.669373143824,60.97614929203817,665.6498923669052,154.61905544998967,22.651213787194678,29.802984030835173,16.465350351096482,29.87953988958874,16.934731236440683,27.167667871568806,21.5691491050805,63.75232703799427,37.78944510027366
2023-01-08,114.06867386084988,292.47025073100053,69.42422120380368,600.9579624789666,127.49179291801849,34.027445876458444,29.451971127723827,15.678004672524152,31.296207958584326,16.595747376690653,26.653699990717755,21.213980425638137,50.73857306420636,37.356287027482544
2023-01-09,99.15819672524078,-254.5931347108347,97.79263441671819,365.33106116204146,61.41068601497178,28.51935043889908,25.10069823325783,16.49922743555573,33.59921792818162,17.557574059321457,23.174773470257602,21.618212570621484,38.699328968108816,37.128946315007994
2023-01-10,130.95958306619855,-189.67638672058928,111.2624191208119,278.89639115122384,51.53201131127309,33.64167218990954,20.14908092897146,13.666376548084692,31.968844069821266,15.884723834816755,23.11764344673467,20.636424896149798,38.70961547083947,36.57238980055158
2023-01-11,175.50754864030728,-328.1787726582715,145.69986039943547,334.580092476458,20.503536279681136,45.466292419744256,28.37272405082571,18.568102415397806,37.3467544919888,19.30664778437962,26.900150466583444,22.467060364686294,39.04488381859391,36.75306105713335
2023-01-12,225.47672179283276,-364.7473238948472,155.82250356462538,230.15278060706993,-8.99333133801032,52.35539790466526,17.83409371368426,15.162540141582689,37.606141483493786,17.677352174117004,27.50404081150386,21.760881729178877,38.799097287804976,36.350958001063454
2023-01-13,236.04120236027626,-135.84885816244082,179.35761243479422,125.00966420259758,-31.587635210129587,60.2536280000702,17.157914141129734,12.432563668095623,35.445508471438885,16.31488402361864,28.117191604508207,21.172130210947348,38.93189992017509,35.99284888047158
2023-01-14,314.3338790422679,597.8898655318507,211.8276475683502,524.5805259263292,122.18775417214987,83.89241946873213,38.39000826398667,29.016752121020527,51.220089647288034,27.355890976928265,36.57403560387916,27.774277428672466,40.92568084813882,37.72326450501818
2023-01-15,294.32500930260784,715.2446871392099,217.86882996810223,534.2842685881589,118.76390770266352,82.0072318717581,43.41914307150986,32.443032784262,49.295036282020085,27.601795121130053,36.793908388505834,27.029721872599673,40.38382226431184,37.11643284905819
2023-01-16,250.8226410526497,716.8024558474824,218.40447849550745,537.6136133512412,141.98407432199912,91.48410312055219,43.87600954098283,27.121843100495024,49.24727060360926,25.158416451198306,35.331406797616886,25.710451162584665,40.30999882043964,36.55617563655399
2023-01-17,197.54463820385723,687.2524536383645,216.70939979426862,706.7816807788142,170.1611180968973,96.10799006094568,50.87593442869163,27.974448794040914,49.87262570416476,26.073960250140978,33.48912117615547,25.60884519405532,40.34834641098784,36.04531718937929
2023-01-18,84.6668925705642,414.5153088032825,164.29538868242855,265.0127501443433,130.02705623559413,80.89121676624464,66.53911042888089,36.85626076612108,66.56166864795745,33.60295639928076,39.02309299304731,29.642838407934775,41.06186747718913,36.449959148202346
2023-01-19,2.343128964658638,433.7085788240211,162.23030518922917,175.380537966255,125.92027743055026,89.9948959443298,40.547573340486046,34.459780358252424,66.36933180532277,31.492814954861963,38.87835827045942,28.695282300025266,38.868665900185974,36.07977213386775
2023-01-20,131.336763402887,26.941064663185323,218.06205549311733,230.37289389173895,74.58042017752004,113.98041215023538,67.49917605813164,47.00045859794262,77.19710282923981,39.35302913255168,44.30850980052881,33.80210457214927,40.092358011296824,37.778821653759046
2023-01-21,61.70495791509085,-118.8317352360597,160.10460651909594,189.87487238336476,43.9214475953842,105.84005096377662,72.44963442334367,47.90852983990192,82.14896129106747,40.47720966616842,46.58742929703353,34.56595167513116,40.283497742341716,37.60142580203744
2023-01-22,74.46680658418197,-106.60857531799988,139.34860626813028,215.80456724677197,38.36444291834082,102.1598069594457,71.75823503681988,39.62265590491752,82.80690332587044,37.082782502895675,46.95796431535143,33.141039880712206,39.648009860474886,37.00020932346953
2023-01-23,141.04767247244007,-28.88920873050329,115.63120102416697,216.0551717236877,38.197237783856664,102.09671351386156,60.00336046822481,32.696866479065605,82.99744578908964,33.94706928972629,46.96841476379937,31.784912784985448,39.58569717898515,36.41428601126652
2023-01-24,5.118035736520488,434.4029867352431,3.8222763128821655,96.698511491759,39.22965941460036,74.6372319669378,74.95789606180932,40.9455593888207,78.6159740572334,40.09734197924096,52.33992446052241,36.03986574609666,40.78827714891556,37.41254934397508
2023-01-25,-57.73705437801338,29.91285428039554,37.70435792636532,-2.3411663560239857,29.27197037490557,88.45482050767949,53.15368339557301,44.15099722191527,83.21442943004847,40.1038610462835,52.796212813051625,35.869561138323895,41.237140598596916,37.347993089288664
2023-01-26,-29.22417025948626,122.27293007120694,16.63956637496054,51.2604411612466,20.2192015760751,81.34960858648925,51.296739517225156,36.49642092729971,82.79252702071209,36.6493575163548,53.31845182928407,34.43947050092428,41.19443453330033,36.802157865694994
2023-01-27,-36.82861084913821,122.13511380534644,19.281652366547636,49.43547202973003,21.03343422589696,81.6773712934357,51.16083315179111,29.89519343583656,82.6560670278529,33.3037501828679,53.268602091777716,32.938628618745916,40.88832278332312,36.23561190573577
2023-01-28,-68.56377589145066,274.10947577503816,37.132738930579805,120.28710515492436,6.290314404254195,69.71501596076585,51.87555503200444,26.28423012667155,78.38665721313521,31.411482263960245,54.43964820763194,32.28039274979608,40.51537401184644,35.914756647814485
2023-01-29,109.95017890887806,-46.37604667757979,58.94823781805575,100.47621698392322,-14.804296373288686,76.55070738460265,49.38876850802406,38.54486693497521,83.99249074153006,36.19941846500556,56.1161500726116,34.16330122979566,39.65954616669932,36.403061021173016
2023-01-30,-54.89071212765438,-36.111320278097175,-57.69802186774561,50.04252158996441,-30.42327418918146,55.502581969111176,61.65827466509649,49.00484897160421,75.09656886209115,42.49680532461696,61.506074812678676,38.21514656259403,40.88070992507609,37.61875745435718
2023-01-31,-20.423676236687925,-66.10611723203665,-25.434070315854196,97.65454695824548,-12.815135266877522,46.609967992611075,63.31953754324387,42.06637843849753,75.18223706667709,39.10266322887036,60.137868363143,36.52129691611903,40.8629948161005,37.03991146180336
2023-02-01,52.95049825971869,-259.69765939795417,8.259073594593042,75.5134342387599,-23.538283501921043,51.08756100504412,69.70177944882434,40.977648874341206,80.6636183204207,38.99851347520169,60.95525297962473,36.44529235482774,40.34547092528148,36.984010934591666
2023-02-02,86.57765939868281,-258.0773742219582,9.228323323546894,132.627064317876,-16.171946889363312,43.21434069763136,66.67394195716419,33.95845356878615,80.65973952129505,35.36624614498376,60.582676104580344,34.71626106928364,40.040592924555234,36.38316292204225
2023-02-03,22.073525084018083,144.55634916213666,67.63435692973152,77.60605367089029,10.090450566442666,24.731403632874244,56.2556007847418,27.966434252054427,70.05491678830036,32.20694213947669,54.67987806283102,33.12523642193074,39.86303783542233,35.82297870705465
2023-02-04,121.26014435561991,360.31022199353566,34.00036306185859,76.8979214007222,10.103837281832543,24.817267714270642,24.441627612116925,23.328348782368373,65.58869903813046,29.240003357674833,54.67796872613362,31.5570818526772,39.85610473657788,35.23978065323455
2023-02-05,55.1099601125219,117.68678710869355,17.769418924576875,160.9383323669586,4.605838277533584,11.909076392546975,36.69227691468612,25.782030270901295,68.26520762002922,29.47056839875877,55.37434933356372,31.543750740040053,39.54504695401924,35.10745705652369
2023-02-06,-30.825087109778078,70.11164838557782,11.3346157521275,169.64502654779307,3.343305535439959,10.596403023977128,23.459114942847023,21.454241945313086,68.766650389053,27.102709603513976,55.49026402634595,30.342458774472576,39.0311571567379,34.6473957833908
2023-02-07,34.10739417519086,48.37624558242723,61.82568540826834,71.94517190889653,0.4565319125428663,34.24987470215411,38.47820891870094,29.860197877007266,71.36044201259043,29.707287029429953,54.75266834610719,30.99734895601195,39.32699129290097,34.66871194124887
2023-02-08,-16.634664296365255,115.19988229177471,2.786271257947532,165.92474417959016,8.510202273430805,21.366540694020124,38.911400117337124,27.577851763670207,63.31207164287558,28.229207989170785,54.5421896942139,30.159737417556524,39.47724025401793,34.296219782284446
2023-02-09,-147.63309333579508,568.0965064058972,-13.510584771283263,-152.62048753904708,2.140956207538563,-24.64556071295766,63.88878454192951,46.907396281016396,72.68386716239785,41.08882693111815,54.09627670032736,37.6261508425344,41.83793214003115,36.783673954817424
2023-02-10,-145.96905466477494,354.39130368847555,-46.54615985921783,-150.78491210589397,1.3344812240716903,-24.912622457354658,63.8225766642474,38.30070917748373,73.07198112161119,37.496488424016675,54.14002602628783,36.321830065181736,42.095831844068286,36.48664228679581
2023-02-11,-95.08207755115993,578.3775036525963,-64.50091807109634,-181.85655718784318,-5.595388866859413,-19.465509270260966,68.8373870209383,38.921925944348665,67.63838412838328,36.5684663144222,54.76578122057209,35.36040178326195,41.67062483891004,36.02907448666065
2023-02-12,-193.7828824982349,474.8880105646296,-81.80007561938389,-134.95069177394595,-12.800955095713837,-25.117350439384573,53.00769424536485,32.14824135913156,67.71660644902742,33.37885305684591,55.03873323731614,33.97339473674832,41.78283758004,35.63546082731098
