,mean_car,median_car,std_car,min_car,max_car,positive_events,negative_events,total_events
stocks_DXY_kurtosis_5d,0.058140882302150976,0.058140882302150976,,0.058140882302150976,0.058140882302150976,1.0,0.0,1.0
stocks_DXY_cumret_5d,-0.0017856565584704054,-0.0017856565584704054,,-0.0017856565584704054,-0.0017856565584704054,0.0,1.0,1.0
stocks_DXY_skewness_10d,0.3067600157375777,0.3067600157375777,,0.3067600157375777,0.3067600157375777,1.0,0.0,1.0
stocks_DXY_skewness_20d,0.013587797417893715,-0.0025486525229770733,0.11836946994806037,-0.15344255767981838,0.15487341272571725,2.0,3.0,5.0
stocks_DXY_kurtosis_20d,0.04058279558594308,0.04058279558594308,0.10093492239556691,-0.03078897249850021,0.11195456367038636,1.0,1.0,2.0
stocks_DXY_cumret_20d,0.156423795284802,0.18199773519735252,0.09839979553222776,0.04776190702975491,0.23951174362729855,3.0,0.0,3.0
stocks_OIL_kurtosis_20d,-0.10034229615207405,-0.05216480895630038,0.10903725466998701,-0.2629856919397692,-0.03405387475592625,0.0,4.0,4.0
crypto_Bitcoin_skewness_5d,-0.018418006065433562,-0.018418006065433562,0.14988825284175408,-0.12440500607004168,0.08756899393917456,1.0,1.0,2.0
crypto_Bitcoin_kurtosis_5d,0.031204745212243368,0.13945854855010936,0.2117794279902025,-0.2128204494111613,0.16697613649778204,2.0,1.0,3.0
crypto_Bitcoin_kurtosis_10d,-0.05351748630708983,-0.05351748630708983,0.17088764888821337,-0.17435330165697127,0.06731832904279161,1.0,1.0,2.0
crypto_Bitcoin_skewness_20d,-0.007103046990919199,-0.022346872095872945,0.10064785066628334,-0.09586142327218995,0.11214297950025905,2.0,2.0,4.0
crypto_Ethereum_skewness_5d,0.1418281553162724,0.1418281553162724,,0.1418281553162724,0.1418281553162724,1.0,0.0,1.0
crypto_Ethereum_kurtosis_5d,0.08439754073987502,0.08439754073987502,0.028444052228531306,0.0642845585246562,0.10451052295509383,2.0,0.0,2.0
crypto_Ethereum_cumret_5d,0.10644109571177002,0.10644109571177002,,0.10644109571177002,0.10644109571177002,1.0,0.0,1.0
crypto_Ethereum_skewness_10d,0.06186774322602632,0.14090775800140015,0.20137038163959742,-0.16703161269235078,0.2117270843690296,2.0,1.0,3.0
crypto_Ethereum_cumret_10d,0.09175489046989312,0.20149181651249798,0.2707980383169051,-0.2166878868131734,0.2904607417103548,2.0,1.0,3.0
crypto_Ethereum_skewness_20d,-0.054223962047529634,-0.054223962047529634,0.31660851191544204,-0.27809998780432055,0.16965206370926128,1.0,1.0,2.0
crypto_Ethereum_cumret_20d,-0.04784135289710187,-0.04784135289710187,0.2692658944907661,-0.23824109283378403,0.1425583870395803,1.0,1.0,2.0
crypto_Ripple_kurtosis_5d,0.15523543354670108,0.2020150220561887,0.19944603562400895,-0.06344254186680032,0.32713382045071476,2.0,1.0,3.0
crypto_Cardano_kurtosis_5d,0.18713053732446155,0.18713053732446155,,0.18713053732446155,0.18713053732446155,1.0,0.0,1.0
crypto_Cardano_skewness_10d,0.2814713108617579,0.2814713108617579,0.1492653352830379,0.1759247800870382,0.3870178416364777,2.0,0.0,2.0
crypto_Cardano_kurtosis_10d,0.08833990727060471,0.05518598349050852,0.07223942090447695,0.03862850716473487,0.17120523115657077,3.0,0.0,3.0
crypto_Cardano_cumret_10d,0.14574634800153766,0.14574634800153766,0.03621214751923454,0.1201404929293593,0.17135220307371601,2.0,0.0,2.0
crypto_Cardano_skewness_20d,-0.037192655507391224,-0.04075716626496304,0.13013872631625698,-0.16540438777894467,0.09814809827930585,2.0,2.0,4.0
crypto_Cardano_cumret_20d,0.02767443808574623,0.0011584032067871175,0.34848988532545133,-0.30680002080517044,0.388664931855622,2.0,1.0,3.0
crypto_Solana_skewness_10d,0.1548384758993942,0.1548384758993942,,0.1548384758993942,0.1548384758993942,1.0,0.0,1.0
crypto_Solana_kurtosis_10d,0.11102316949818995,0.17472023841925444,0.12132327942274995,-0.02888252894529869,0.1872317990206141,2.0,1.0,3.0
crypto_Solana_cumret_10d,0.2836258413067533,0.2836258413067533,0.1292573825885396,0.19222706955997299,0.37502461305353363,2.0,0.0,2.0
crypto_Polkadot_cumret_5d,0.1900908266529038,0.1900908266529038,0.2701735186274307,-0.000950700465582488,0.3811323537713901,1.0,1.0,2.0
crypto_Polkadot_skewness_20d,-0.05609495787955478,-0.020681339440690782,0.22719377859144466,-0.33616002234702325,0.1531428697101857,2.0,2.0,4.0
crypto_Polkadot_kurtosis_20d,0.11309785498406627,0.13499608705093874,0.21413914666368686,-0.11114899828094738,0.31544647618220745,2.0,1.0,3.0
crypto_Polkadot_cumret_20d,0.008210315045362931,0.008210315045362931,0.1864197502916868,-0.12360835453299168,0.14002898462371755,1.0,1.0,2.0
crypto_Polygon_skewness_10d,0.11772510820792784,0.11772510820792784,0.30403301383704756,-0.09725869758083194,0.3327089139966876,1.0,1.0,2.0
crypto_Polygon_skewness_20d,-0.05729002945224298,-0.06330190596450068,0.08820502256576977,-0.155964767638805,0.05340846175883446,1.0,3.0,4.0
crypto_Polygon_kurtosis_20d,0.0067444535546627065,-0.07586737910126684,0.2432364104712335,-0.1844263283214117,0.28052706808666666,1.0,2.0,3.0
crypto_Chainlink_skewness_10d,0.24160812821388342,0.24160812821388342,0.23081336031931174,0.0783984359436441,0.40481782048412274,2.0,0.0,2.0
crypto_Chainlink_skewness_20d,0.11825681395739653,0.18191138219152225,0.1992490012961876,-0.10504171205965362,0.27790077174032096,2.0,1.0,3.0
volatility_Ultra_VIX_Short_Term_kurtosis_5d,0.17292553927739146,0.17292553927739146,0.13711729245847074,0.07596897196206776,0.26988210659271517,2.0,0.0,2.0
fixed_income_Treasury_Bond_ETF_skewness_10d,0.029226954500559305,0.008432211782524512,0.2053329434719822,-0.16491736104394006,0.24416601276309347,2.0,1.0,3.0
fixed_income_Treasury_7_10Y_ETF_cumret_1d,0.11792899022940107,0.11792899022940107,,0.11792899022940107,0.11792899022940107,1.0,0.0,1.0
fixed_income_Treasury_1_3Y_ETF_kurtosis_5d,0.028079371386918184,0.03200252216408961,0.17182509413868613,-0.14567370449500694,0.19790929649167188,2.0,1.0,3.0
fixed_income_High_Yield_Bonds_skewness_10d,0.17049282812512045,0.17049282812512045,,0.17049282812512045,0.17049282812512045,1.0,0.0,1.0
fixed_income_High_Yield_Bonds_kurtosis_10d,0.07091287050816708,0.07091287050816708,0.26553023282976207,-0.11684535773580051,0.2586710987521347,1.0,1.0,2.0
stocks_DXY_realized_vol_5d,0.04777906744694214,0.0449113688449454,0.1334000381976965,-0.12331583082076114,0.2294117650813864,3.0,2.0,5.0
stocks_DXY_exp_vol_5d,0.10271211748769371,0.02577004575920172,0.17214929490164854,-0.021820592911376474,0.3953925826002275,3.0,2.0,5.0
stocks_DXY_realized_vol_10d,-0.03854071980032474,-0.02923526794648703,0.05798253149224256,-0.10675256900669736,0.02079478952182105,2.0,3.0,5.0
stocks_DXY_exp_vol_10d,-0.006279782090238289,0.011603591990320718,0.0469955478037289,-0.06440616801680224,0.047307788986945674,3.0,2.0,5.0
stocks_DXY_exp_vol_20d,-0.02049285573841682,-0.02164801670723255,0.02447560216453132,-0.045546815318982525,0.017380520371184864,1.0,4.0,5.0
stocks_GOLD_realized_vol_5d,0.0027107634294757815,-0.012860605834994814,0.038486929378981245,-0.023753915969022966,0.07015274416025577,1.0,4.0,5.0
stocks_GOLD_exp_vol_5d,-0.03221903936964811,-0.026108840437998493,0.0629653450590025,-0.11243554707895768,0.028777126628321242,2.0,3.0,5.0
stocks_GOLD_realized_vol_10d,0.0004803087089973901,0.02448727676329055,0.10122368996003521,-0.17348911080875665,0.07454415811883211,4.0,1.0,5.0
stocks_GOLD_exp_vol_10d,-0.0003564070420433732,-0.0039909072567760814,0.047818721875733425,-0.05802042313064482,0.06707398362648778,2.0,3.0,5.0
stocks_GOLD_realized_vol_20d,-0.020300613056426116,-0.0018102956492885396,0.08679111481813792,-0.16502475237315775,0.06225003599667188,2.0,3.0,5.0
stocks_GOLD_exp_vol_20d,0.0015942174386431786,-0.001760995834713456,0.0344971297283122,-0.03557401247783834,0.051908826230151514,2.0,3.0,5.0
crypto_Bitcoin_realized_vol_5d,-0.021971524167122412,-0.015267534312922177,0.02135597299789739,-0.05219834824040657,-0.00515267980223873,0.0,4.0,4.0
crypto_Bitcoin_exp_vol_5d,-0.05857542545019272,-0.06941983892682425,0.051369543037239826,-0.11717586509561602,-0.0025745537292550386,0.0,5.0,5.0
crypto_Bitcoin_realized_vol_10d,-0.04710745345862515,-0.015090782220391313,0.06920254905514739,-0.1479371809919246,0.01804716141509436,1.0,4.0,5.0
crypto_Bitcoin_exp_vol_10d,-0.05216558194116672,-0.06295466650968645,0.02716317433831779,-0.08031106837510102,-0.01671591070068522,0.0,5.0,5.0
crypto_Bitcoin_realized_vol_20d,-0.0158850256745096,-0.016495026398076835,0.011568872261748232,-0.032696880571049435,-0.003526193984850738,0.0,5.0,5.0
crypto_Bitcoin_exp_vol_20d,-0.03733427992922996,-0.033932121486012906,0.01861582341428774,-0.06164638532777874,-0.011572357844720483,0.0,5.0,5.0
crypto_Bitcoin_exp_vol_60d,-0.015294783450192917,-0.015126596127812225,0.005383542005571975,-0.022666575087622584,-0.008967226328333768,0.0,5.0,5.0
crypto_Ripple_exp_vol_5d,0.0206939723890898,-0.0005804900677069541,0.11788857567694258,-0.0795825736456123,0.22006438740933107,2.0,3.0,5.0
crypto_Ripple_realized_vol_10d,-0.023059920271303835,-0.028941971978321806,0.036218455076123764,-0.07259457545424283,0.027052492128279964,1.0,4.0,5.0
crypto_Ripple_exp_vol_10d,-0.03254013900938681,-0.060999318112223685,0.05714520641243614,-0.07059643222164155,0.06635241777293156,1.0,4.0,5.0
crypto_Avalanche_realized_vol_10d,0.041474875102059064,0.022706516623641343,0.06343596831313769,-0.02363804202271209,0.13550669036800772,4.0,1.0,5.0
crypto_Avalanche_exp_vol_10d,0.05512294900609882,-0.03878557149844086,0.15865232020023542,-0.07874251881844804,0.24403658824724744,2.0,3.0,5.0
crypto_Polygon_realized_vol_5d,-0.04002040130191219,-0.04931994491706675,0.08717463699998727,-0.14968782085268875,0.07584923373729774,2.0,3.0,5.0
crypto_Polygon_exp_vol_5d,-0.03895193100469655,-0.0845862770743944,0.10248560608203217,-0.11694019968534167,0.1321765116125378,1.0,4.0,5.0
crypto_Polygon_realized_vol_10d,0.023403288550117064,0.01822977343393203,0.07176452635336951,-0.0593549007849723,0.13747595657603082,3.0,2.0,5.0
crypto_Polygon_exp_vol_10d,-0.03626269082534374,-0.04570021106644842,0.04412006122453919,-0.09222235425310873,0.01577614833966476,2.0,3.0,5.0
crypto_Polygon_exp_vol_20d,-0.00023706453925745747,-0.022536462345843035,0.05705523196088964,-0.04657043103909282,0.0980818868921095,1.0,4.0,5.0
low_vix_regime,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
bull_market,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
trend_strength,-0.012239143275919882,-0.012239143275919882,0.06906257169257804,-0.06107375604592391,0.03659546949408415,1.0,1.0,2.0
stocks_DJI_cumret_1d,-0.09589152764639808,-0.09589152764639808,0.18824737589137347,-0.22900252367976126,0.037219468386965104,1.0,1.0,2.0
stocks_DJI_cumret_5d,0.2289300012437382,0.2289300012437382,,0.2289300012437382,0.2289300012437382,1.0,0.0,1.0
stocks_NASDAQ_kurtosis_10d,0.10591253749597151,0.18025794917534588,0.15136065437934357,-0.06824417294210428,0.20572383625467294,2.0,1.0,3.0
stocks_RUSSELL2000_skewness_10d,0.21363251816505913,0.21363251816505913,,0.21363251816505913,0.21363251816505913,1.0,0.0,1.0
stocks_RUSSELL2000_cumret_10d,0.1294995079491762,0.1294995079491762,,0.1294995079491762,0.1294995079491762,1.0,0.0,1.0
stocks_RUSSELL2000_kurtosis_20d,-0.29330996145061594,-0.29330996145061594,,-0.29330996145061594,-0.29330996145061594,0.0,1.0,1.0
stocks_IWM_ETF_skewness_10d,0.22372749120567925,0.22372749120567925,,0.22372749120567925,0.22372749120567925,1.0,0.0,1.0
stocks_IWM_ETF_kurtosis_10d,0.03729005569656424,0.03729005569656424,0.09901817565127088,-0.032726367767170084,0.10730647916029856,1.0,1.0,2.0
stocks_IWM_ETF_cumret_10d,0.1421461033602317,0.1421461033602317,,0.1421461033602317,0.1421461033602317,1.0,0.0,1.0
stocks_IWM_ETF_kurtosis_20d,-0.23048654090777237,-0.23048654090777237,0.10711090008501936,-0.3062253846968843,-0.15474769711866043,0.0,2.0,2.0
stocks_VTI_ETF_kurtosis_10d,0.0355520477528534,0.01948169421659751,0.10241184109423737,-0.05787455645701123,0.14504900549897393,2.0,1.0,3.0
stocks_VIX_skewness_10d,-0.09795751748261156,-0.09795751748261156,0.15037855479661927,-0.20429121332433386,0.008376178359110753,1.0,1.0,2.0
stocks_VIX_cumret_10d,0.04858464657651368,0.04858464657651368,0.15380880627609203,-0.06017460334751901,0.15734389650054637,1.0,1.0,2.0
stocks_VIX_skewness_20d,0.14958917642986627,0.14958917642986627,0.11345410351306326,0.06936501048233874,0.22981334237739381,2.0,0.0,2.0
stocks_GOLD_cumret_5d,-0.02911058608341832,-0.02911058608341832,,-0.02911058608341832,-0.02911058608341832,0.0,1.0,1.0
stocks_GOLD_skewness_10d,0.06062832304122495,0.06062832304122495,0.16776284296102245,-0.05799792084764788,0.17925456693009778,1.0,1.0,2.0
stocks_OIL_skewness_10d,-0.19858009287231812,-0.21534073847854052,0.08093991443594738,-0.2698275310451721,-0.11057200909324172,0.0,3.0,3.0
stocks_OIL_cumret_10d,-0.00012534209999774207,0.06265199045328074,0.2550912810920786,-0.28074445711298057,0.2177164403597066,2.0,1.0,3.0
crypto_Bitcoin_skewness_10d,-0.08394465757106154,-0.08394465757106154,0.05869782437718179,-0.12545028722906382,-0.04243902791305926,0.0,2.0,2.0
crypto_Bitcoin_cumret_10d,0.007018589292719896,0.007018589292719896,0.1642565628963629,-0.10912834018569295,0.12316551877113274,1.0,1.0,2.0
crypto_Binance_Coin_cumret_1d,-0.006952561511861133,-0.006952561511861133,,-0.006952561511861133,-0.006952561511861133,0.0,1.0,1.0
crypto_Binance_Coin_skewness_10d,0.16972570139158225,0.16972570139158225,0.10165736688944578,0.09784308790648633,0.24160831487667817,2.0,0.0,2.0
crypto_Binance_Coin_kurtosis_10d,0.26114662561546076,0.26114662561546076,0.004760211147992546,0.2577806480328354,0.26451260319808606,2.0,0.0,2.0
crypto_Ripple_kurtosis_10d,-0.04096869371156539,-0.04096869371156539,0.2747819180136335,-0.23526885128645159,0.1533314638633208,1.0,1.0,2.0
crypto_Ripple_cumret_10d,0.19938997072162937,0.19938997072162937,0.02471526168836759,0.18191364158298456,0.21686629986027417,2.0,0.0,2.0
crypto_Solana_skewness_20d,-0.2073409206235417,-0.2073409206235417,,-0.2073409206235417,-0.2073409206235417,0.0,1.0,1.0
crypto_Solana_kurtosis_20d,-0.02475316801712514,-0.1319963151784615,0.24647053126701607,-0.17821172240203503,0.34319168069045747,1.0,3.0,4.0
crypto_Polkadot_kurtosis_10d,0.07605615805733884,0.07605615805733884,,0.07605615805733884,0.07605615805733884,1.0,0.0,1.0
crypto_Polkadot_cumret_10d,-0.057697772237222666,-0.057697772237222666,,-0.057697772237222666,-0.057697772237222666,0.0,1.0,1.0
crypto_Avalanche_cumret_1d,0.1637592739035501,0.1637592739035501,,0.1637592739035501,0.1637592739035501,1.0,0.0,1.0
crypto_Avalanche_skewness_5d,-0.13505336752920646,-0.13505336752920646,0.06648781819306172,-0.1820673546398187,-0.08803938041859422,0.0,2.0,2.0
crypto_Avalanche_skewness_20d,0.00932736098136499,-0.04790890108263619,0.1395823602081201,-0.09253915463126888,0.16843013865800005,1.0,2.0,3.0
crypto_Chainlink_kurtosis_10d,0.14380233188960542,0.14380233188960542,0.008260339574004195,0.13796138976192346,0.1496432740172874,2.0,0.0,2.0
crypto_Chainlink_cumret_10d,0.16611717458477013,0.16611717458477013,0.027118135741727074,0.14694175690865763,0.18529259226088263,2.0,0.0,2.0
volatility_VIX_Index_skewness_10d,-0.09795751748261156,-0.09795751748261156,0.15037855479661927,-0.20429121332433386,0.008376178359110753,1.0,1.0,2.0
volatility_VIX_Index_cumret_10d,0.04858464657651368,0.04858464657651368,0.15380880627609203,-0.06017460334751901,0.15734389650054637,1.0,1.0,2.0
volatility_VIX_Index_skewness_20d,0.13867330380165963,0.13867330380165963,0.11527003033739273,0.05716508368251016,0.22018152392080909,2.0,0.0,2.0
fixed_income_Treasury_10Y_Yield_skewness_10d,0.00987943997965838,-0.03643080714963387,0.1099008284658206,-0.06928705125722034,0.13535617834582936,1.0,2.0,3.0
fixed_income_Treasury_10Y_Yield_kurtosis_10d,-0.03463323415011266,-0.03463323415011266,,-0.03463323415011266,-0.03463323415011266,0.0,1.0,1.0
fixed_income_Treasury_10Y_Yield_cumret_10d,-0.034271322204072696,-0.034271322204072696,,-0.034271322204072696,-0.034271322204072696,0.0,1.0,1.0
fixed_income_Treasury_5Y_Yield_cumret_1d,-0.1008375906049992,-0.1008375906049992,,-0.1008375906049992,-0.1008375906049992,0.0,1.0,1.0
fixed_income_Treasury_5Y_Yield_cumret_5d,-0.0904844417535598,-0.0904844417535598,0.04339810008211344,-0.12117153261223468,-0.059797350894884915,0.0,2.0,2.0
fixed_income_Treasury_5Y_Yield_kurtosis_10d,-0.06864173505373117,-0.06864173505373117,0.03087369591559399,-0.09047273479593909,-0.046810735311523244,0.0,2.0,2.0
fixed_income_Treasury_5Y_Yield_cumret_10d,0.03360478479509832,0.03360478479509832,,0.03360478479509832,0.03360478479509832,1.0,0.0,1.0
fixed_income_Treasury_5Y_Yield_cumret_20d,0.01948391400059842,-0.027721350755889218,0.19743776500540383,-0.15007250281321993,0.2362455955709044,1.0,2.0,3.0
fixed_income_Treasury_30Y_Yield_kurtosis_10d,-0.0607402225235838,-0.0607402225235838,,-0.0607402225235838,-0.0607402225235838,0.0,1.0,1.0
fixed_income_Treasury_Bond_ETF_cumret_10d,-0.05889566146683811,-0.05889566146683811,,-0.05889566146683811,-0.05889566146683811,0.0,1.0,1.0
fixed_income_Treasury_7_10Y_ETF_skewness_10d,0.11294328862827474,0.11294328862827474,,0.11294328862827474,0.11294328862827474,1.0,0.0,1.0
fixed_income_Treasury_7_10Y_ETF_kurtosis_10d,-0.10507010316985682,-0.10507010316985682,0.16413739830892152,-0.22113277056041258,0.010992564220698942,1.0,1.0,2.0
fixed_income_Treasury_7_10Y_ETF_cumret_10d,-0.001394533759056571,-0.001394533759056571,0.0345356880904975,-0.02581495300079084,0.0230258854826777,1.0,1.0,2.0
fixed_income_Treasury_1_3Y_ETF_skewness_5d,0.11181613531348682,0.04230865080405477,0.2081305869018453,-0.052665845639220166,0.34580560077562583,2.0,1.0,3.0
fixed_income_Treasury_1_3Y_ETF_cumret_5d,-0.012784100975488618,0.05954630767499525,0.18194756511172472,-0.21977421694544885,0.12187560634398775,2.0,1.0,3.0
fixed_income_Treasury_1_3Y_ETF_kurtosis_10d,-0.04353601828335544,-0.016951681008343877,0.12489240667493497,-0.1795802459821807,0.06592387214045825,1.0,2.0,3.0
fixed_income_Treasury_1_3Y_ETF_cumret_10d,0.00509237436524083,-0.0065510498623067015,0.03341222785112139,-0.020940269175562243,0.04276844213359143,1.0,2.0,3.0
fixed_income_Treasury_1_3Y_ETF_kurtosis_20d,-0.06789960299447434,-0.06789960299447434,0.13838250176703665,-0.16575080839150536,0.029951602402556676,1.0,1.0,2.0
fixed_income_Treasury_1_3Y_ETF_cumret_20d,-0.04782203110503175,-0.04782203110503175,0.20069370538246692,-0.1897339111224292,0.09408984891236571,1.0,1.0,2.0
fixed_income_Investment_Grade_Bonds_cumret_20d,-0.09680356384213491,-0.10335884964535236,0.20641296847405016,-0.2998608058371375,0.11280896395608508,1.0,2.0,3.0
crypto_Binance_Coin_exp_vol_5d,-0.015763381078930133,-0.0324623556827602,0.07726963182013497,-0.08772846182384299,0.08959964887364286,1.0,3.0,4.0
crypto_Solana_realized_vol_5d,0.008619343915392472,0.003453129192829618,0.023678547509065524,-0.012049565436277134,0.03445446798962493,2.0,1.0,3.0
crypto_Avalanche_exp_vol_5d,-0.031857040837798084,-0.02503223466989856,0.07907943296182927,-0.1219696868354461,0.044605992824050894,2.0,2.0,4.0
crypto_Chainlink_exp_vol_5d,0.07272925826500473,0.08623169945654405,0.10514822284234907,-0.06797462668404607,0.18642826083097686,3.0,1.0,4.0
vix_percentile,-0.047439914610503064,-0.047439914610503064,0.13053842452796305,-0.1397445197996341,0.044864690578627964,1.0,1.0,2.0
bear_market,-0.004099266994225729,0.010146460487821973,0.15902511819814966,-0.1697679684425697,0.14732370697207053,2.0,1.0,3.0
economic_Unemployment_Rate_sign_yoy_change,0.010146460487821973,0.010146460487821973,,0.010146460487821973,0.010146460487821973,1.0,0.0,1.0
economic_Nonfarm_Payrolls_sign_yoy_change,0.010146460487821973,0.010146460487821973,,0.010146460487821973,0.010146460487821973,1.0,0.0,1.0
economic_CPI_All_Items_sign_yoy_change,0.010146460487821973,0.010146460487821973,,0.010146460487821973,0.010146460487821973,1.0,0.0,1.0
economic_CPI_Core_sign_yoy_change,0.010146460487821973,0.010146460487821973,,0.010146460487821973,0.010146460487821973,1.0,0.0,1.0
economic_Federal_Funds_Rate_sign_yoy_change,0.010146460487821973,0.010146460487821973,,0.010146460487821973,0.010146460487821973,1.0,0.0,1.0
stocks_SP500_skewness_10d,0.22246936219095192,0.22246936219095192,,0.22246936219095192,0.22246936219095192,1.0,0.0,1.0
stocks_DJI_cumret_10d,0.05667119502305096,0.05667119502305096,,0.05667119502305096,0.05667119502305096,1.0,0.0,1.0
stocks_NASDAQ_skewness_20d,0.08021443251404847,0.08021443251404847,0.12954030242217734,-0.011384393765629275,0.17181325879372622,1.0,1.0,2.0
stocks_RUSSELL2000_cumret_1d,-0.012524274666134372,-0.012524274666134372,,-0.012524274666134372,-0.012524274666134372,0.0,1.0,1.0
stocks_RUSSELL2000_cumret_20d,0.11803553861591405,0.06564076092277404,0.20506211085411466,-0.05574597082633548,0.3442118257513036,2.0,1.0,3.0
stocks_SPY_ETF_skewness_10d,0.21805891974114844,0.21805891974114844,,0.21805891974114844,0.21805891974114844,1.0,0.0,1.0
stocks_IWM_ETF_cumret_1d,-0.035735185558298466,-0.035735185558298466,,-0.035735185558298466,-0.035735185558298466,0.0,1.0,1.0
stocks_IWM_ETF_cumret_20d,0.10650763121005213,0.025474113195422587,0.20550792940754717,-0.046130174232989596,0.3401789546677234,2.0,1.0,3.0
stocks_VTI_ETF_skewness_10d,0.216785962053065,0.216785962053065,,0.216785962053065,0.216785962053065,1.0,0.0,1.0
stocks_VIX_cumret_20d,0.16672241292102652,0.16672241292102652,,0.16672241292102652,0.16672241292102652,1.0,0.0,1.0
stocks_DXY_cumret_10d,0.042737413065944696,0.042737413065944696,,0.042737413065944696,0.042737413065944696,1.0,0.0,1.0
stocks_GOLD_skewness_5d,0.18946107087996622,0.18946107087996622,,0.18946107087996622,0.18946107087996622,1.0,0.0,1.0
stocks_GOLD_kurtosis_5d,0.1437154725018065,0.1437154725018065,,0.1437154725018065,0.1437154725018065,1.0,0.0,1.0
stocks_GOLD_kurtosis_10d,-0.00032551688545690016,-0.00032551688545690016,,-0.00032551688545690016,-0.00032551688545690016,0.0,1.0,1.0
stocks_GOLD_cumret_10d,0.10194112413692735,0.10194112413692735,0.08124491883255373,0.044492291093477965,0.15938995718037674,2.0,0.0,2.0
stocks_GOLD_skewness_20d,0.1550589035228529,0.1550589035228529,,0.1550589035228529,0.1550589035228529,1.0,0.0,1.0
stocks_GOLD_kurtosis_20d,-0.0941344895666702,-0.0941344895666702,0.3744589971826875,-0.35891698575086284,0.17064800661752244,1.0,1.0,2.0
stocks_GOLD_cumret_20d,0.16035578524220262,0.16035578524220262,,0.16035578524220262,0.16035578524220262,1.0,0.0,1.0
crypto_Ripple_cumret_5d,0.11705316426317813,0.11705316426317813,0.22191103455356317,-0.039861633089768644,0.2739679616161249,1.0,1.0,2.0
crypto_Ripple_cumret_20d,0.38646441629645645,0.38646441629645645,,0.38646441629645645,0.38646441629645645,1.0,0.0,1.0
crypto_Solana_cumret_1d,0.07102725554388856,0.07102725554388856,,0.07102725554388856,0.07102725554388856,1.0,0.0,1.0
crypto_Solana_cumret_5d,0.37655129453543157,0.37655129453543157,,0.37655129453543157,0.37655129453543157,1.0,0.0,1.0
crypto_Avalanche_kurtosis_5d,-0.10718197478319902,-0.10718197478319902,0.19908389364297155,-0.2479555460031656,0.03359159643676757,1.0,1.0,2.0
crypto_Avalanche_cumret_5d,-0.04676151025405978,-0.04676151025405978,0.1545108173334859,-0.1560171569572436,0.06249413644912405,1.0,1.0,2.0
crypto_Avalanche_skewness_10d,0.24820833280170762,0.24820833280170762,,0.24820833280170762,0.24820833280170762,1.0,0.0,1.0
crypto_Avalanche_kurtosis_10d,0.050466139757856,0.06141587647765412,0.1571948427851164,-0.1119172881122329,0.20189983090814678,2.0,1.0,3.0
crypto_Polygon_cumret_5d,-0.08928426607010198,-0.08928426607010198,0.3149774023499203,-0.3120069231922542,0.13343839105205024,1.0,1.0,2.0
crypto_Polygon_cumret_10d,0.13491336643055607,0.13491336643055607,,0.13491336643055607,0.13491336643055607,1.0,0.0,1.0
crypto_Polygon_cumret_20d,0.05919082702379186,0.05919082702379186,0.34388495325616425,-0.1839725553716608,0.3023542094192445,1.0,1.0,2.0
crypto_Chainlink_skewness_5d,-0.03294137364489541,-0.03294137364489541,0.3874114497851857,-0.3068826368973119,0.24099988960752106,1.0,1.0,2.0
crypto_Chainlink_cumret_5d,0.21797091562075854,0.21797091562075854,,0.21797091562075854,0.21797091562075854,1.0,0.0,1.0
crypto_Chainlink_cumret_20d,0.31097737240557677,0.31097737240557677,,0.31097737240557677,0.31097737240557677,1.0,0.0,1.0
volatility_VIX_Index_cumret_20d,0.16672241292102652,0.16672241292102652,,0.16672241292102652,0.16672241292102652,1.0,0.0,1.0
volatility_Ultra_VIX_Short_Term_skewness_10d,-0.04288639605687994,-0.04288639605687994,,-0.04288639605687994,-0.04288639605687994,0.0,1.0,1.0
volatility_Ultra_VIX_Short_Term_cumret_20d,0.06723608182473428,0.06723608182473428,0.22707816871860095,-0.0933324311356114,0.22780459478507997,1.0,1.0,2.0
fixed_income_Treasury_30Y_Yield_cumret_20d,0.06290467322337756,0.06290467322337756,,0.06290467322337756,0.06290467322337756,1.0,0.0,1.0
fixed_income_Treasury_Bond_ETF_cumret_20d,-0.1230166003730067,-0.1861827007398923,0.1484467404456415,-0.2294334326977242,0.046566332318596415,1.0,2.0,3.0
fixed_income_High_Yield_Bonds_skewness_5d,0.19706877459701633,0.19706877459701633,,0.19706877459701633,0.19706877459701633,1.0,0.0,1.0
fixed_income_High_Yield_Bonds_kurtosis_5d,0.186462309714428,0.186462309714428,,0.186462309714428,0.186462309714428,1.0,0.0,1.0
fixed_income_High_Yield_Bonds_skewness_20d,0.020204884489887363,0.09607084722310204,0.19446580558937038,-0.2007587399872239,0.16530254623378396,2.0,1.0,3.0
fixed_income_High_Yield_Bonds_cumret_20d,0.07061993272227873,0.12803580602337106,0.1470239680687615,-0.09644844013200626,0.1802724322754714,2.0,1.0,3.0
crypto_Ripple_realized_vol_5d,-0.017436006883434444,-0.014493016174029913,0.008906768107014035,-0.027441822502539223,-0.010373181973734203,0.0,3.0,3.0
crypto_Avalanche_realized_vol_5d,-0.007455872640383808,0.002284890689253208,0.03239821823604548,-0.04360696229251343,0.018954453682108796,2.0,1.0,3.0
crypto_Chainlink_realized_vol_5d,0.0277789045935526,0.03009677540738139,0.08216660532830547,-0.055522112825843795,0.10876205119912019,2.0,1.0,3.0
