,alpha,beta,residual_std,r_squared,n_observations
fixed_income_Treasury_10Y_Yield_exp_vol_20d,-0.0032751879405632203,-0.06929628871341106,0.04592508332137714,0.03804604121321642,45.0
fixed_income_Treasury_10Y_Yield_realized_vol_60d,0.0033794877374896636,-0.020368604245173318,0.026480081440023086,0.010274123781469302,49.0
fixed_income_Treasury_10Y_Yield_exp_vol_60d,0.006744402922606377,-0.07137638889536983,0.03641105798331485,0.06316160954917682,49.0
fixed_income_Treasury_5Y_Yield_realized_vol_5d,0.009032895272223758,0.1369540122730256,0.10074306663533839,0.031295751791726056,26.0
fixed_income_Treasury_5Y_Yield_exp_vol_5d,-0.06844162271448616,-0.2835474289267314,0.11409200803538665,0.09520771403654149,37.0
fixed_income_Treasury_5Y_Yield_realized_vol_10d,0.022708376079495222,-0.14653160631637807,0.07468559690725479,0.0647478601419832,38.0
fixed_income_Treasury_5Y_Yield_exp_vol_10d,-0.01890369556455985,-0.21635054020167785,0.08137071620684386,0.10530704533311763,41.0
fixed_income_Treasury_5Y_Yield_realized_vol_20d,0.010094732021434478,0.01513892554001445,0.055884584444456965,0.0012772475531203087,47.0
fixed_income_Treasury_5Y_Yield_exp_vol_20d,0.0024728459589337375,-0.08937877857789661,0.056943595858306315,0.04104066481754409,45.0
fixed_income_Treasury_5Y_Yield_realized_vol_60d,0.0042094287895868806,-0.020952002569043324,0.027828331705459244,0.0098474729456961,49.0
fixed_income_Treasury_5Y_Yield_exp_vol_60d,0.008071955189860864,-0.07064865382169148,0.03999427753774425,0.05190507844245762,49.0
fixed_income_Treasury_30Y_Yield_realized_vol_5d,0.01924894011620391,0.04360982923433827,0.08732248840008965,0.00494001352184581,31.0
fixed_income_Treasury_30Y_Yield_exp_vol_5d,-0.07035584093452386,-0.16551229287716668,0.10757686546733371,0.041344992179791484,40.0
fixed_income_Treasury_30Y_Yield_realized_vol_10d,0.027531029981012325,-0.06061327385976605,0.0726814553404823,0.012466330134343062,43.0
fixed_income_Treasury_30Y_Yield_exp_vol_10d,-0.02547909280594034,-0.14605930143137047,0.06661620526011763,0.0802607997046848,42.0
fixed_income_Treasury_30Y_Yield_realized_vol_20d,0.004076497947211187,-0.06635400923553093,0.055211234305221166,0.024449259960742098,48.0
fixed_income_Treasury_30Y_Yield_exp_vol_20d,0.00021195461207716219,-0.10070035080648738,0.05020717770433138,0.06513330470605994,46.0
fixed_income_Treasury_30Y_Yield_realized_vol_60d,0.003913185417749741,-0.03564565414064316,0.025305649265742042,0.03364053359790531,49.0
fixed_income_Treasury_30Y_Yield_exp_vol_60d,0.005256070519857519,-0.09965849230649988,0.03321813965609503,0.13637890943379694,49.0
fixed_income_Treasury_Bond_ETF_realized_vol_5d,0.010008104974324679,0.20510152798527828,0.07693982274107339,0.11603904710297752,35.0
fixed_income_Treasury_Bond_ETF_exp_vol_5d,-0.08775684580768732,-0.059233503526433015,0.09870734421181059,0.0065542369443166715,39.0
fixed_income_Treasury_Bond_ETF_realized_vol_10d,0.021616655867612432,-0.07520300902224969,0.058234020563468714,0.030428205846700584,42.0
fixed_income_Treasury_Bond_ETF_exp_vol_10d,-0.020211506152394792,-0.05518948811835265,0.08362212823727004,0.007804535283991276,45.0
fixed_income_Treasury_Bond_ETF_realized_vol_20d,0.0012779118913576384,0.04420921944796072,0.05526887294447113,0.010980091061993269,48.0
fixed_income_Treasury_Bond_ETF_exp_vol_20d,-0.0017475992834609705,-0.03133316015017273,0.057406285136677525,0.00516493280915109,47.0
fixed_income_Treasury_Bond_ETF_realized_vol_60d,0.003275670841921199,-0.023165795034005208,0.025981546333116924,0.013756081126869213,49.0
fixed_income_Treasury_Bond_ETF_exp_vol_60d,0.0011716499731456477,-0.0356000147648049,0.025306602670405975,0.03319760930051452,48.0
fixed_income_Treasury_7_10Y_ETF_realized_vol_5d,0.03326935532712082,0.06611491176896239,0.10865451301072525,0.007076330670619857,36.0
fixed_income_Treasury_7_10Y_ETF_exp_vol_5d,-0.06784183062559758,-0.17947622610433922,0.10434816610554946,0.05142401665384222,41.0
fixed_income_Treasury_7_10Y_ETF_realized_vol_10d,0.01437561138736505,-0.06811873201595157,0.08227370956227013,0.012333197394096995,42.0
fixed_income_Treasury_7_10Y_ETF_exp_vol_10d,-0.027044113207549632,-0.11281272448867177,0.06444538039732076,0.052036218560248315,43.0
fixed_income_Treasury_7_10Y_ETF_realized_vol_20d,0.003971586824025165,0.06017539015896299,0.045066622340849356,0.03057158042468533,46.0
fixed_income_Treasury_7_10Y_ETF_exp_vol_20d,-0.006756834347023631,-0.07508286507416748,0.04574407391793912,0.04556773057985197,45.0
fixed_income_Treasury_7_10Y_ETF_realized_vol_60d,0.006190486823791337,-0.00862142786633948,0.027143151733990303,0.0017669154572955703,49.0
fixed_income_Treasury_7_10Y_ETF_exp_vol_60d,0.008680961382163383,-0.04989425779706614,0.042001383421581516,0.02416008634143796,49.0
fixed_income_Treasury_1_3Y_ETF_realized_vol_5d,0.02519135760619637,0.016372072138434585,0.0839191788404647,0.0007003936298672908,27.0
fixed_income_Treasury_1_3Y_ETF_exp_vol_5d,-0.0737628321142421,-0.10750073989153139,0.10710925106804843,0.017808632903560384,33.0
fixed_income_Treasury_1_3Y_ETF_realized_vol_10d,0.01884452873878426,-0.022346962853966885,0.07355219394598761,0.0015827852759132677,37.0
fixed_income_Treasury_1_3Y_ETF_exp_vol_10d,-0.020839612575996484,0.005434610321250673,0.08370241794760688,7.671754190319291e-05,37.0
fixed_income_Treasury_1_3Y_ETF_realized_vol_20d,0.0176336755472869,0.019806226976516,0.0655224299111699,0.0016241680956889937,46.0
fixed_income_Treasury_1_3Y_ETF_exp_vol_20d,0.006995885214489026,-0.03224225022652324,0.06627299428489862,0.004203792896060321,43.0
fixed_income_Treasury_1_3Y_ETF_realized_vol_60d,0.010172467206076568,-0.03647488587660777,0.04060721258087024,0.013957990709767443,49.0
fixed_income_Treasury_1_3Y_ETF_exp_vol_60d,0.01361530055726173,-0.03835362260542153,0.047532182236648235,0.011171072424898232,48.0
fixed_income_Investment_Grade_Bonds_realized_vol_5d,0.005084853181425945,-0.059225066086364284,0.09598481819978687,0.006965905630251568,33.0
fixed_income_Investment_Grade_Bonds_exp_vol_5d,-0.0782818553720509,0.1154434282749831,0.10881005059363426,0.018653361765843757,40.0
fixed_income_Investment_Grade_Bonds_realized_vol_10d,0.022505843506083742,0.021752948394790885,0.0719628822082759,0.001601432625214172,42.0
fixed_income_Investment_Grade_Bonds_exp_vol_10d,-0.019764554504078425,0.06502572276560678,0.07523399243426154,0.012947454628205568,45.0
fixed_income_Investment_Grade_Bonds_realized_vol_20d,0.00556604781938365,0.02978733635914509,0.04883498556210055,0.006461081802670687,47.0
fixed_income_Investment_Grade_Bonds_exp_vol_20d,-0.0021362105997283594,-0.020855276922148926,0.05485732935372313,0.002512431174630736,47.0
fixed_income_Investment_Grade_Bonds_realized_vol_60d,0.0018692356966626984,0.007727563951983797,0.02839495870223654,0.0012977311552594406,49.0
fixed_income_Investment_Grade_Bonds_exp_vol_60d,0.0030904813340131513,-0.042239358755911664,0.029465013346036982,0.034800416058703765,49.0
fixed_income_High_Yield_Bonds_realized_vol_5d,0.021357548145110334,-0.018092011084668683,0.0836961637433066,0.0007825656207032239,37.0
fixed_income_High_Yield_Bonds_exp_vol_5d,-0.09405252790471719,-0.06581670777725056,0.09505367401474416,0.007967728683333841,43.0
fixed_income_High_Yield_Bonds_realized_vol_10d,0.012650995307109435,-0.0399560057279902,0.07106873967864125,0.005422877044914731,41.0
fixed_income_High_Yield_Bonds_exp_vol_10d,-0.029673367338325502,-0.050086525546624634,0.07474684976393763,0.007603759949345479,46.0
fixed_income_High_Yield_Bonds_realized_vol_20d,0.003985252731266887,0.007286768177156065,0.045476862321411224,0.0004355425088309328,48.0
fixed_income_High_Yield_Bonds_exp_vol_20d,-0.008762609948180124,-0.05589533016928277,0.04836136647131948,0.022169122081545978,48.0
fixed_income_High_Yield_Bonds_realized_vol_60d,0.002182879092798366,0.03417518204210733,0.022171490604312567,0.04001672276678003,49.0
fixed_income_High_Yield_Bonds_exp_vol_60d,-0.0007791506195307746,0.02064682629877641,0.02259797176669246,0.014434414633316517,49.0
economic_Unemployment_Rate_sign,0.0,1.0,1e-08,0.1,24.0
economic_Nonfarm_Payrolls_sign,0.0,1.0,1e-08,0.1,25.0
economic_Labor_Force_Participation_sign,0.0,1.0,1e-08,0.1,14.0
economic_Initial_Claims_sign,0.0,1.0,1e-08,0.1,25.0
economic_CPI_All_Items_sign,0.0,1.0,1e-08,0.1,25.0
economic_CPI_Core_sign,0.0,1.0,1e-08,0.1,25.0
economic_PCE_Price_Index_sign,0.0,1.0,1e-08,0.1,25.0
economic_PCE_Core_sign,0.0,1.0,1e-08,0.1,25.0
economic_Gross_Domestic_Product_sign,0.0,1.0,1e-08,0.1,8.0
economic_Real_GDP_sign,0.0,1.0,1e-08,0.1,8.0
economic_Potential_GDP_sign,0.0,1.0,1e-08,0.1,8.0
economic_Federal_Funds_Rate_sign,0.0,1.0,1e-08,0.1,12.0
economic_Treasury_10Y_sign,0.0,1.0,1e-08,0.1,25.0
economic_Treasury_2Y_sign,0.0,1.0,1e-08,0.1,23.0
economic_Treasury_3M_sign,0.0,1.0,1e-08,0.1,21.0
economic_Money_Supply_M1_sign,0.0,1.0,1e-08,0.1,25.0
economic_Money_Supply_M2_sign,0.0,1.0,1e-08,0.1,25.0
economic_Consumer_Sentiment_sign,0.0,1.0,1e-08,0.1,25.0
economic_Industrial_Production_sign,0.0,1.0,1e-08,0.1,25.0
economic_Capacity_Utilization_sign,0.0,1.0,1e-08,0.1,8.0
high_vix_regime,0.0,1.0,1e-08,0.1,23.0
low_vix_regime,0.0,0.0,1e-08,0.0,30.0
vix_percentile,0.0,1.0,0.035667576135429827,0.1,29.0
bull_market,0.0,0.0,1e-08,0.0,34.0
bear_market,0.0,1.0,1e-08,0.1,12.0
trend_strength,0.02351883929971923,0.14397908550115682,0.08316143716619868,0.044095540555551094,31.0
economic_Unemployment_Rate_sign_yoy_change,0.0,1.0,1e-08,0.1,16.0
economic_Nonfarm_Payrolls_sign_yoy_change,0.0,1.0,1e-08,0.1,18.0
economic_CPI_All_Items_sign_yoy_change,0.0,1.0,1e-08,0.1,18.0
economic_CPI_Core_sign_yoy_change,0.0,1.0,1e-08,0.1,18.0
economic_Real_GDP_sign_yoy_change,0.0,1.0,1e-08,0.1,5.0
economic_Potential_GDP_sign_yoy_change,0.0,1.0,1e-08,0.1,5.0
economic_Federal_Funds_Rate_sign_yoy_change,0.0,1.0,1e-08,0.1,8.0
